Chemicals,ChemicalsID,Length,PMID
O-methyl sterigmatocystin,C039904,8,"[26338134, 26338134, 8047108, 8047108, 1902378, 3103529, 16944285, 8285664]"
daphnetin,C039952,1,[34802533]
altenuene,C040005,19,"[22289771, 24689437, 24071643, 27892688, 30864381, 27517345, 25520187, 30500690, 30500690, 30947377, 37050021, 25751147, 22906495, 22906495, 34575836, 38147116, 33946240, 30018598, 32526912]"
myricetin,C040015,8,"[36041052, 34609530, 31652440, 30109409, 19941471, 31563093, 36517140, 29602643]"
caffeic acid,C040048,28,"[27485855, 26786886, 33387592, 34539717, 28480420, 29427428, 29427428, 35538542, 35538542, 25765308, 25765308, 19813054, 21830789, 35094184, 23250224, 28964360, 24250543, 12226501, 21782215, 30117248, 31901132, 26166134, 29906777, 23686468, 23206756, 36135711, 33995321, 23799608]"
combretastatin,C040105,1,[22593939]
mevinolinic acid,C040295,6,"[31098686, 6400479, 24534845, 26603760, 22995742, 22995742]"
myristoyl-coenzyme A,C040349,2,"[36541770, 36541770]"
destruxin A,C040423,12,"[28280843, 28629882, 28629882, 20457163, 27373660, 23457797, 26695334, 26470157, 12770487, 24719308, 24719308, 24719308]"
destruxin B,C040424,4,"[20457163, 27373660, 23457797, 26695334]"
destruxin E-diol,C040425,1,[36746793]
2-methyl-1-propanol,C040507,6,"[26920072, 32597067, 21720823, 30388793, 32269554, 19919120]"
7a,C040548,1,[14695801]
DOPA melanin,C040616,1,[9630860]
genistin,C040641,1,[11195098]
ophiobolin sesterterpenoid,C040764,6,"[37648029, 37090018, 37090018, 37090018, 27402683, 27402683]"
4-chlorobenzoic acid,C040768,3,"[16528513, 22591845, 25970559]"
3-4-dihydroxybutanoic acid,C041038,1,[38004706]
tricyclazole,C041191,2,"[33921255, 30582052]"
Cucurbitacin B,C041246,4,"[15568769, 15568769, 29019198, 17190463]"
5-pentadecyl resorcinol,C041328,1,[34133562]
terbinafine,C041359,1,[36852543]
rosmarinic acid,C041376,11,"[27485855, 34297439, 34297439, 33571807, 27871334, 27179537, 27179537, 34539717, 31901132, 34497659, 33067398]"
fusarin C,C041403,6,"[29173624, 27682608, 16278459, 22652150, 1618447, 34575814]"
rhizoxins,C041443,8,"[15740082, 15740082, 30088023, 30088023, 26655755, 26655755, 36005392, 21539752]"
flavonol,C041477,8,"[28436321, 32708105, 30262733, 30262733, 36012864, 34108825, 30117248, 32697756]"
I-P,C041508,1,[35773185]
piceatannol,C041525,7,"[31891261, 16988123, 16988123, 33636782, 22137037, 28190131, 33907682]"
flaviolin,C041659,6,"[32875950, 32875950, 33706119, 33921255, 30582052, 32932875]"
1-8-dihydroxynaphthalene,C041660,22,"[31752824, 28862744, 35475649, 35475649, 35202181, 33758088, 33758088, 33218994, 33218994, 24742836, 24742836, 32071276, 32071276, 28754205, 22383877, 22383877, 21176790, 32122336, 37367589, 30582052, 30582052, 36836253]"
1-3-propanediol,C041787,1,[26350032]
AITC,C041942,1,[29743024]
GITC,C041943,1,[15043401]
HMB26553,C041948,1,[37174701]
m-cresol,C042041,2,"[836020, 27723963]"
penta erythrityl tetrachloride,C042054,1,[35670947]
oligomycin C,C042075,1,[35921248]
DlpA,C042076,1,[22634043]
butyl isodecyl phthalate,C042080,1,[36512155]
aeroplysinin-1,C042151,2,"[8297426, 8297426]"
syringaresinol,C042192,1,[33756201]
veratryl alcohol,C042197,24,"[20156309, 20156309, 7986067, 7986067, 1329659, 3717546, 8527462, 8527462, 8527462, 7673205, 7673205, 2345139, 16349197, 16349197, 16349197, 25215188, 16346716, 16345829, 16347125, 16347125, 14544534, 20035325, 20035325, 19238967]"
4-Ethylphenol,C042291,1,[34630464]
bisulfite,C042345,2,"[22276181, 37797477]"
pyoverdin,C042453,11,"[12422510, 12422510, 32347922, 35856657, 35856657, 27199346, 28000056, 32089576, 35568198, 25957971, 25182327]"
alpha-caryophyllene,C042686,4,"[24414941, 24414941, 20730551, 25215649]"
Tyr132,C042696,1,[36848730]
C3-2,C042702,1,[37000636]
dothistromin,C042735,15,"[31053329, 22227160, 22227160, 27818262, 28690095, 17683963, 17683963, 23207690, 18262779, 18262779, 23448391, 29240271, 25986547, 22069573, 22069573]"
shikimate-3-phosphate,C042786,2,"[22870190, 22870190]"
CAE,C042831,1,[24547933]
9-10-anthracenedione,C042834,2,"[27023571, 36199881]"
validamine,C042908,1,[18820907]
DEG,C042934,1,[37213496]
glyceric acid,C042971,1,[30298076]
thiophenol,C042983,1,[16347989]
physodic acid,C043056,26,"[37877655, 34680078, 34680078, 31243559, 34864007, 23220145, 26342621, 34034351, 16365718, 16365718, 35406647, 37894248, 20585810, 31125207, 27206701, 27206701, 33809098, 33809098, 27049956, 27049956, 28012710, 34443375, 26704132, 28887754, 28887754, 33013369]"
dimethylallyl diphosphate,C043060,10,"[19706516, 31756078, 25707862, 25707862, 18218974, 28854674, 28854674, 24430210, 24430210, 37647109]"
geranic acid,C043081,1,[21296182]
MEMAC,C043105,2,"[22293124, 21704694]"
nitrobenzoyl,C043240,1,[36364202]
3-acetyldeoxynivalenol,C043247,29,"[29173624, 15069674, 22742524, 31137632, 31137632, 16684095, 29964151, 37235364, 22897823, 22897823, 16521158, 16521158, 11694092, 11694092, 23145781, 23606046, 36828399, 36828399, 36991200, 11761144, 11761144, 11761144, 31159287, 26861396, 26861396, 1796475, 38002956, 16910743, 16910743]"
acetochlor,C043377,1,[37504705]
Bis (2-ethylhexyl) ester,C043443,1,[36290294]
N-acetyltryptamine,C043464,2,"[10920814, 31344458]"
Chrysin,C043561,5,"[37110422, 37110422, 16332809, 35572705, 11195098]"
flavone,C043562,15,"[36226917, 28857662, 28931063, 36558036, 36558036, 37437628, 20132953, 37601353, 16332809, 34108825, 36544281, 38134640, 25970559, 36864204, 33995321]"
Maleimide,C043592,3,"[33511872, 33511872, 14738384]"
MEPH,C043623,1,[29933994]
isoleucine,C043801,1,[37455545]
6-methylpyridione,C043832,2,"[37436783, 36287980]"
O-acetylserine,C043943,1,[3073060]
coronamic acid,C043950,1,[25423263]
2-butanol,C043958,2,"[27757508, 19441818]"
MPP+,C044202,1,[33672606]
cyclopenol,C044418,7,"[11109562, 3373229, 36827136, 23770564, 9298190, 32397224, 19245260]"
methyl benzoate,C044605,2,"[16347989, 35208231]"
thiarubrine A,C044836,1,[10908796]
ochratoxin B,C045354,4,"[29350762, 30717441, 23242320, 28941698]"
prochloraz,C045362,2,"[35878165, 31973845]"
monacolin X,C045374,1,[35517301]
monacolin L,C045375,2,"[24534845, 22995742]"
monacolin J,C045376,1,[19693441]
chloromonilicin,C045382,1,[31947939]
3'-amino 3'-deoxyguanosine,C045544,2,"[35575547, 35575547]"
ethyl butyrate,C045572,1,[28285516]
2-nitrophenol,C045573,2,"[32279826, 32279826]"
ectoines,C045628,6,"[33666690, 31071993, 34827320, 34662717, 33037888, 30696899]"
(-)-Epigallocatechin-3-gallate,C045651,13,"[27541180, 27541180, 36517140, 36517140, 36517140, 36517140, 33562833, 33562833, 23605930, 23605930, 23605930, 33996375, 22475000]"
alpha-1-3-glucan,C045788,2,"[34627690, 26350307]"
ginkgolide B,C045856,2,"[18983879, 18983879]"
tungstate,C045951,1,[21336687]
atractylon,C046196,2,"[36531372, 34825886]"
3-oxolithocholic acid,C046230,2,"[35296854, 35296854]"
tryptanthrin,C046243,4,"[9296363, 10721082, 10721082, 10721082]"
benzyl acetate,C046412,1,[26945700]
Cys,C046557,1,[37891614]
Osthol,C046627,1,[32156246]
15-acetyldeoxynivalenol,C046760,17,"[29173624, 15069674, 31137632, 31137632, 16684095, 29964151, 24859190, 24859190, 26276561, 26276561, 32692880, 22897823, 22897823, 36828399, 26861396, 26861396, 3156854]"
bryostatin 1,C046785,2,"[33979675, 17560324]"
lithospermic acids,C046833,1,[29337927]
9-11-dihydrogracilin A,C046938,1,[37755112]
triphenylmethane,C046945,1,[11526047]
reuterin,C047158,1,[31368544]
MPB,C047272,1,[38240660]
undecylprodigiosin,C047347,9,"[32253091, 25851532, 24240146, 38038757, 34936843, 34683325, 38183102, 19201971, 21037009]"
medicarpin,C047353,4,"[19541494, 23314816, 35263504, 18533468]"
isorhamnetin,C047368,3,"[31988802, 25278951, 17177570]"
methyl thiocyanate,C047435,1,[28358818]
alfuzosin,C047638,1,[35629283]
beta-Aminobutyric Acid,C047667,3,"[31487826, 31487826, 31487826]"
benzophenone,C047723,10,"[27054912, 34949143, 30572672, 30572672, 31674853, 33809861, 31947939, 32276418, 28387122, 19140073]"
DAPG,C047743,2,"[16637170, 25000750]"
abierixin,C047796,2,"[22032140, 26809052]"
subtilosin,C047828,2,"[38103009, 36532498]"
serine,C047902,2,"[36327116, 38043864]"
arginyl-glycyl-aspartic acid,C047981,2,"[26051492, 26051492]"
ginsenosides Rb2,C048026,1,[29349493]
Erbstatin,C048212,1,[7572353]
paxilline,C048220,9,"[15675796, 15675796, 19801473, 18262778, 17428785, 29620866, 19529962, 23949005, 34356936]"
paspaline,C048221,6,"[30613899, 19801473, 34822583, 17428785, 29620866, 24273638]"
paspalicine,C048222,1,[19801473]
paspalinine,C048223,4,"[15675796, 32702474, 37894482, 19801473]"
verrucosidin,C048224,2,"[10560628, 3373229]"
deepoxy-deoxynivalenol,C048238,2,"[29677133, 20576129]"
callose,C048306,5,"[21793828, 29453255, 25243954, 19095898, 25659829]"
glucobrassicin,C048308,5,"[30920356, 37514312, 28320402, 11402212, 11402212]"
oligomycin B,C048335,1,[12902194]
Hypocrellin,C048388,14,"[31712259, 29947836, 29947836, 29723233, 33910564, 33910564, 33910564, 37985049, 30868712, 32373091, 32373091, 34356942, 31522304, 1775581]"
carboxymethyllysine,C048496,3,"[24752777, 24752777, 29491836]"
3-8-10-trihydroxy-4-methoxy-6-methylbenzocoumarin,C048501,1,[36498968]
DCA,C048628,2,"[36698264, 36755021]"
bis-dethiobis(methylthio)gliotoxin,C048665,4,"[34738889, 34738889, 24116376, 36448521]"
ethyl gallate,C048734,1,[22475000]
zeorin,C048779,3,"[17917241, 21530922, 37252052]"
1-5-anhydro-d-fructose,C048927,2,"[15110094, 15110094]"
questin,C048944,4,"[19422073, 29920099, 22319557, 19140073]"
aluminosilicate,C049037,2,"[15281234, 15281234]"
corilagin,C049096,1,[22475000]
diniconazole,C049346,1,[33810162]
peroxyl radical,C049375,1,[28041784]
Sweroside,C049412,4,"[35392806, 35392806, 36061750, 34691116]"
isovitexin,C049772,1,[21782215]
MC-LA,C049865,1,[24997438]
plipastatin,C049901,1,[30550237]
fengycin,C049972,47,"[33970536, 31137632, 31137632, 37543004, 30269855, 35409115, 30046614, 32739396, 17898845, 31178045, 31178045, 33413100, 34292378, 25764969, 32539679, 32539679, 35776952, 26011557, 31027820, 30979839, 32160477, 35618208, 31601062, 31601062, 31508511, 30884857, 38103009, 35056513, 30172784, 35208854, 29430375, 35633712, 35633712, 35633712, 36294618, 36890892, 18957859, 25860123, 37925555, 37207784, 29628819, 30975079, 35756060, 19941639, 35467346, 28844975, 30550237]"
2-Heptyl-4-hydroxyquinoline,C049991,1,[28708374]
LAM,C050016,1,[35724740]
cyclosporin H,C050025,1,[21722090]
cyclosporin D,C050026,1,[21722090]
O-desmethylangolensin,C050052,1,[12747214]
altertoxin I,C050233,11,"[18262401, 27682608, 27682608, 36982130, 35878437, 30500690, 37050021, 36575224, 38147116, 37351768, 30018598]"
altertoxin II,C050234,5,"[36707757, 29217480, 29217480, 31641809, 37764307]"
ganodermenonol,C050245,1,[3783158]
ganodermadiol,C050246,3,"[3783158, 24940906, 12045343]"
ganodermatriol,C050247,1,[3783158]
Nootkatone,C050302,4,"[35483313, 35483313, 35483313, 29654493]"
Iso-3-Rut,C050321,1,[36769333]
vaccenic acids,C050413,3,"[17706732, 35458737, 26286349]"
celastrol,C050414,1,[33756201]
Huperzine A,C050426,17,"[34419561, 36424543, 32970952, 32970952, 32970952, 37509074, 29893085, 29893085, 29893085, 24865990, 24865990, 24865990, 36161578, 36161578, 30671042, 30671042, 30671042]"
fenpropimorph,C050435,1,[34678984]
nonactin,C050476,3,"[21585551, 16830891, 27486824]"
thaumatin,C050729,1,[37882562]
2-4-dihydroxy-7-methoxy-2H-1-4-benzoxazin-3(4H)-one,C050733,10,"[21730199, 21730199, 26276561, 10549553, 10549553, 38134640, 11976964, 11976964, 16478220, 16478220]"
eicosane,C050821,2,"[34714461, 33877446]"
evernic acid,C050847,5,"[27465850, 28450128, 33773025, 23806111, 33672606]"
picein,C050880,1,[28713417]
1-methoxycarbonyl-beta-carboline,C051027,2,"[36464333, 36464333]"
vermistatin,C051060,4,"[24955555, 17804027, 36919631, 36919631]"
beta-eudesmol,C051082,2,"[27450433, 36531372]"
wedelolactone,C051122,1,[33519869]
Dirhamnolipid,C051310,2,"[31426281, 31426281]"
averufanin,C051714,3,"[36970635, 3103529, 3103529]"
fusarinines,C051730,2,"[32742769, 32742769]"
Vismione E,C051736,1,[37175852]
zinniol,C051798,5,"[24955555, 34425462, 34425462, 28848500, 31406682]"
(Z)-3-hexen-1-ol,C051918,1,[30131138]
1-hexacosanol,C051942,2,"[19708882, 36228969]"
3176-N,C052019,1,[36943233]
4-chlorobenzaldehyde,C052044,1,[16528513]
geodin,C052047,15,"[32758403, 27455860, 26242966, 24009710, 12536215, 31098686, 33026584, 28647921, 34546548, 24534845, 24534845, 26603760, 29727712, 22995742, 30995533]"
astragaloside IV,C052064,2,"[25775804, 25775804]"
methyl gallate,C052082,1,[28000514]
Phoenicin,C052320,2,"[35670582, 35670582]"
bafilomycin B1,C052501,1,[10376827]
validoxylamine A,C052534,1,[18820907]
Pyrrolol[1-2-a]pyrazine-1-4-dione,C052561,1,[36583026]
cyclohexene,C052568,1,[29199456]
pyrenocin A,C052579,3,"[24189345, 24574582, 24574582]"
diethyl succinate,C052819,1,[19441818]
5-hydroxydecanoic acid,C052853,1,[28425950]
iso-C15:0 DMA,C052864,1,[37067626]
verbenone,C052875,1,[21830789]
Phomenoic acid,C052937,1,[19624254]
Phomenolactone,C052938,1,[19624254]
patchoulol,C052983,3,"[31981219, 31981219, 21148687]"
isochorismate,C052985,1,[34065121]
Huperzine B,C053016,2,"[29893085, 29893085]"
Tautomycin,C053079,1,[7765963]
triacetylfusarinine C,C053324,11,"[28720735, 28720735, 28753224, 34738889, 34738889, 37623570, 30349512, 30349512, 36719229, 36719229, 36719229]"
rebeccamycin,C053339,1,[33979675]
paclobutrazol,C053370,3,"[22856333, 27047528, 27047528]"
(3R)-tomentosanol B,C053396,1,[37367838]
Pc,C053518,1,[32050703]
saccharide,C053525,1,[37647109]
fumifungin,C053534,2,"[25737146, 37744124]"
penciclovir,C053539,1,[33069672]
rose-mary oil,C053775,1,[34254910]
formyl,C053858,1,[37213499]
2-hydroxy-1-4-benzoquinone,C054093,1,[1551837]
sesamolin,C054124,1,[23479415]
Sesamin,C054125,1,[23479415]
isoprenyl,C054126,1,[37110751]
dimethyl trisulfide,C054170,1,[28358818]
sambucinol,C054183,2,"[11694092, 1796475]"
Aristolochene,C054277,2,"[35506591, 35506591]"
manumycin,C054474,4,"[32344935, 32344935, 24838618, 21551298]"
N-phenethylacetamide,C054480,1,[31344458]
6-sulfatoxymelatonin,C054513,1,[16219483]
fusarochromanone,C054523,6,"[24001842, 15734567, 15734567, 11913766, 11913766, 22354659]"
N-acetylamphetamine,C054573,1,[453824]
phenylethyl acetate,C054590,2,"[37272916, 26945700]"
Garcinol,C054597,1,[33996375]
(2-hydroxyethyl)arsonic acid,C054806,1,[37534495]
difficidin,C054843,9,"[34180606, 31601062, 30884857, 35056513, 29430375, 17704766, 18957859, 35112429, 19941639]"
allosamidins,C054851,2,"[31307248, 31307248]"
MTPA esters,C055136,1,[37175133]
spirilloxanthin,C055255,1,[33526758]
deoxyartemisinin,C055261,1,[30230327]
tolypin,C055369,1,[2509144]
clitocine,C055433,2,"[18222036, 18222036]"
endoxifen,C055492,1,[27812322]
2-aminoacetophenone,C055495,2,"[35889347, 37891400]"
isoimperatorin,C055542,1,[35718477]
aurantinin B,C055559,1,[30269855]
viridiol,C055608,2,"[37030329, 32595612]"
spinosin,C055669,2,"[33645028, 34202923]"
2-hydroxyphenyl-thiazoline,C055755,1,[37797477]
perlolyrine,C055781,1,[36964798]
verrucofortine,C056012,4,"[10560628, 25109845, 3373229, 3373229]"
nemadectins,C056041,1,[1770350]
Colletochlorin,C056181,4,"[37863177, 37863177, 35175766, 35175766]"
2-5-bis(hydroxymethyl)furan,C056220,1,[9031523]
2-4-5-trimethoxy-styrene,C056257,2,"[35061852, 35061852]"
3-chloro-4-methoxybenzoic acid,C056267,1,[38004706]
carbazomycin G,C056331,1,[31151174]
phaseolinone,C056401,2,"[33287215, 36844080]"
Gemcitabine,C056507,3,"[29970519, 29970519, 23217280]"
phenol-2-4-bis-(1-1-dimethylethyl,C056559,6,"[30896339, 36175855, 35988726, 35458737, 31935944, 31935944]"
potassium phosphite,C056591,1,[28042969]
pseudohypericin,C056602,3,"[27999964, 21626142, 22661825]"
nonanolides,C056801,1,[37049883]
fumonisin B1,C056933,24,"[11678587, 27682608, 35792191, 25920071, 31671681, 29964151, 36769333, 36769333, 35878231, 33861173, 32622693, 17092826, 1618447, 1618447, 34575814, 8946715, 27696419, 24919458, 32755601, 34946987, 11777845, 28405447, 35090579, 35090579]"
Fumonisin B2,C056934,9,"[29350762, 29350762, 29964151, 20003296, 20003296, 33482403, 8946715, 7628795, 7628795]"
asperlicin E,C057103,1,[32702474]
fumagillol,C057299,1,[19879117]
12beta-hydroxyverruculogen,C057499,2,"[36452922, 36452922]"
jasplakinolide,C057531,1,[16309305]
gallocatechin,C057580,5,"[28190131, 29602643, 28407906, 33996375, 22475000]"
Panaxytriol,C057682,2,"[34786852, 34786852]"
apigenin-7-glucoside,C057792,1,[38030710]
Microcystin-LR,C057862,5,"[29240841, 29240841, 31357091, 31357091, 24997438]"
glidobactin A,C057878,2,"[35448634, 23095088]"
homoorientin,C057912,3,"[27195655, 27601844, 34946987]"
p-coumaric acid methyl ester,C057918,1,[36836290]
C-1027 chromophore,C058024,2,"[24796308, 24796308]"
Hydroethanolic,C058089,1,[36558036]
cordycepin,C058120,35,"[32575649, 33022282, 33022282, 26853963, 33287215, 34442638, 34442638, 35053069, 32055207, 32055207, 29594343, 30594983, 15458324, 22519596, 22519596, 22519596, 25442260, 25789604, 16899239, 16899239, 16899239, 20107539, 20107539, 20107539, 31450828, 31450828, 29168246, 31454995, 31454995, 26394068, 31489456, 31489456, 20937401, 20937401, 31018574]"
polydatin,C058229,3,"[33636782, 35422824, 28570053]"
lysobactin,C058274,1,[32588501]
aranorosin,C058281,1,[1473986]
phthoramycin,C058284,1,[7649874]
phenylethyl isothiocyanate,C058305,1,[29743024]
Pen,C058388,1,[10560628]
1'-chloropannarine,C058444,1,[9080673]
Coronatine,C058487,7,"[25423263, 25423263, 25423263, 24131731, 29307013, 12425045, 12425045]"
ArPEC25,C058575,1,[36585808]
beta-phellandrene,C058582,1,[29848985]
p-Coumaroyl-CoA,C058644,2,"[37110422, 26553209]"
tautomycetin,C058744,5,"[7765963, 7765963, 17379718, 17379718, 17379718]"
macrosporin,C058810,4,"[36006216, 15675796, 27682608, 35604500]"
altersolanol A,C058812,2,"[18262401, 36786717]"
calphostin C,C058819,4,"[1708246, 1708246, 9870716, 9870716]"
grifolin,C058858,3,"[18357556, 15949805, 15949805]"
1-2-4-5-tetrachloro-3-6-DMB,C058886,2,"[37981018, 37981018]"
C4,C058899,1,[32661783]
indole-2-carboxylic acid,C058980,1,[25690418]
pneumocandin A0,C058995,1,[29352089]
dendrodolide G,C058999,1,[36364472]
Tangeretin,C059006,3,"[34570416, 34570416, 11982408]"
dimethyl acetal,C059033,1,[34069653]
rosenonolactones,C059057,2,"[21221935, 26136058]"
9-12-13-Trihydroxyoctadec-10-enoic acid,C059227,1,[35049971]
sinensetin,C059295,2,"[11982408, 27171979]"
nomilin,C059405,3,"[33684718, 20030384, 27171979]"
ergosta-7-22-dien-3-ol,C059438,2,"[38203687, 38202796]"
loline,C059478,9,"[17509914, 17346759, 26688468, 26688468, 34822583, 34822583, 30522401, 34850658, 26550846]"
meropenem,C059500,1,[37302827]
resveratrol,C059514,2,"[37509074, 37755508]"
vitamins,C059630,5,"[37646144, 36588460, 37627626, 37364321, 37587369]"
AMF,C059764,12,"[37689887, 36546667, 36371871, 37133783, 38169223, 38132753, 37717347, 36959933, 37929165, 36325539, 36365393, 37050048]"
2-4 diacetylphloroglucinol,C059817,37,"[20091224, 12422510, 32347922, 29151161, 29151161, 16637170, 16637170, 25000750, 18396832, 23624246, 23624246, 14506862, 14506862, 23840423, 23840423, 31405015, 28262092, 28262092, 7592389, 33218996, 33218996, 33218996, 35568198, 35568198, 7665535, 21360140, 10869066, 28217113, 22426436, 1311842, 21043573, 21043573, 17088380, 17088380, 35478286, 9758768, 21392918]"
2-Furoic acid,C060089,2,"[37754836, 37754836]"
lariciresinol,C060282,1,[30109409]
secoisolariciresinol,C060283,1,[26289300]
helicascolide A,C060395,1,[31111733]
stemphyltoxin III,C060436,1,[38147116]
sphingosine 1-phosphates,C060506,1,[21456524]
OMT,C060706,1,[36983003]
cobalt (II-III) oxide,C060728,2,"[36112659, 36112659]"
N-acetylglutaminylglutamine amides,C060785,4,"[35195510, 34662717, 34662717, 33037888]"
CuLAC,C060808,1,[37110128]
clerodendrin A,C060994,1,[37646319]
methoxybenzene,C060998,1,[24308451]
cycloastragenol,C061014,2,"[25775804, 25775804]"
